lineId,season,name,team,position,situation,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
847749384779338480185,2022,Luostarinen-Barkov-Reinhart,FLA,line,5on5,7,822.0,77.0,0.18,0.34,0.24,3.38,0.19,0.21,0.93,0.13,2.03,1.5,0.19,0.2,0.2,1.0,4.0,5.0,10.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,10.0,6.0,2.0,1.0,4.0,1.0,0.0,0.08,0.1,0.0,0.0,0.0,0.0,10.26,5.0,5.13,0.0,0.04,0.0,0.0,0.23,0.25,0.25,11.27,0.88,0.72,3.11,0.39,6.42,4.46,0.85,0.85,0.82,12.0,4.0,3.0,19.0,1.0,2.0,0.0,4.0,0.0,5.0,4.0,11.0,15.0,1.0,2.0,9.0,13.0,2.0,2.0,11.0,5.0,0.0,0.28,0.61,0.0,1.0,0.0,0.0,18.63,16.0,15.71,0.0,0.15,0.26,0.26,0.77,0.76,0.74
84746028477369,2022,Soucy-Schultz,SEA,pairing,5on5,14,8976.0,40.0,0.5,0.48,0.47,71.78,5.69,4.48,18.54,2.44,38.88,28.98,5.48,5.82,5.6,63.0,36.0,38.0,137.0,10.0,8.0,1.0,8.0,2.0,39.0,32.0,53.0,89.0,10.0,20.0,58.0,126.0,23.0,20.0,76.0,16.0,7.0,1.91,2.05,1.72,4.0,4.0,2.0,140.74,99.0,101.28,12.0,0.94,1.27,1.27,5.35,5.46,5.36,79.9,5.72,4.95,20.52,2.57,45.45,31.78,5.6,5.62,5.5,74.0,37.0,39.0,150.0,4.0,7.0,0.0,14.0,1.0,39.0,46.0,70.0,107.0,7.0,14.0,80.0,105.0,17.0,24.0,90.0,17.0,4.0,2.27,2.3,1.15,2.0,2.0,0.0,148.43,111.0,109.68,16.0,1.02,1.32,1.32,5.42,5.38,5.31
84769238477435,2022,Graves-Severson,NJD,pairing,5on5,6,844.0,44.0,0.47,0.61,0.59,6.98,0.51,0.5,2.05,0.25,3.91,2.78,0.51,0.54,0.53,6.0,4.0,4.0,14.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,6.0,10.0,1.0,2.0,6.0,5.0,0.0,5.0,8.0,2.0,0.0,0.19,0.33,0.0,0.0,0.0,0.0,14.56,10.0,10.44,3.0,0.11,0.0,0.0,0.62,0.65,0.64,5.04,0.57,0.29,1.33,0.16,2.69,1.95,0.57,0.55,0.55,4.0,3.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,4.0,7.0,0.0,0.0,3.0,8.0,2.0,6.0,4.0,2.0,1.0,0.1,0.2,0.27,0.0,0.0,0.0,9.0,7.0,7.05,4.0,0.06,0.0,0.0,0.63,0.61,0.61
84769678481598,2022,Kulak-Broberg,EDM,pairing,5on5,8,824.0,69.0,0.75,0.77,0.81,8.9,0.54,0.55,2.33,0.3,5.47,3.81,0.54,0.55,0.55,7.0,6.0,7.0,20.0,1.0,1.0,0.0,2.0,0.0,3.0,6.0,6.0,12.0,1.0,2.0,6.0,12.0,0.0,3.0,10.0,3.0,0.0,0.22,0.33,0.0,0.0,1.0,0.0,19.44,13.0,12.81,2.0,0.11,0.15,0.15,0.51,0.52,0.51,2.22,0.18,0.12,0.47,0.07,1.18,0.97,0.18,0.19,0.19,2.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,4.0,6.0,2.0,1.0,3.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,5.93,3.0,3.22,1.0,0.02,0.0,0.0,0.21,0.22,0.22
847516984779348479977,2022,Kane-Draisaitl-Yamamoto,EDM,line,5on5,7,2013.0,55.0,0.48,0.53,0.56,19.99,1.49,1.24,4.81,0.64,11.8,8.02,1.45,1.52,1.49,21.0,7.0,11.0,39.0,2.0,0.0,0.0,5.0,0.0,11.0,10.0,19.0,26.0,4.0,8.0,21.0,35.0,3.0,12.0,21.0,6.0,1.0,0.53,0.74,0.21,1.0,0.0,1.0,41.04,28.0,29.06,5.0,0.26,0.0,0.0,1.74,1.78,1.75,16.81,1.6,1.03,4.84,0.6,7.8,6.13,1.55,1.58,1.53,21.0,1.0,13.0,35.0,4.0,1.0,1.0,4.0,0.0,10.0,3.0,17.0,18.0,0.0,0.0,24.0,25.0,2.0,5.0,15.0,4.0,3.0,0.32,0.6,0.69,1.0,1.0,2.0,33.16,22.0,21.25,2.0,0.22,0.21,0.21,1.61,1.58,1.56
84775068481014,2022,Romanov-Pulock,NYI,pairing,5on5,4,2872.0,6.0,0.47,0.46,0.49,23.59,2.31,1.71,5.92,0.84,13.9,9.32,2.26,2.3,2.26,26.0,8.0,12.0,46.0,2.0,1.0,0.0,5.0,0.0,15.0,11.0,24.0,32.0,7.0,14.0,28.0,33.0,5.0,17.0,23.0,8.0,3.0,0.69,0.88,0.73,0.0,2.0,0.0,46.2,34.0,34.36,5.0,0.36,0.22,0.22,2.44,2.43,2.39,25.48,2.63,1.92,6.37,0.84,14.24,10.0,2.58,2.63,2.58,25.0,11.0,18.0,54.0,1.0,3.0,0.0,5.0,1.0,11.0,15.0,24.0,35.0,5.0,10.0,30.0,40.0,7.0,7.0,24.0,9.0,3.0,0.66,1.13,0.83,0.0,0.0,1.0,55.32,36.0,36.09,4.0,0.4,0.53,0.53,2.5,2.52,2.49
847341984757458478498,2022,Marchand-Coyle-Debrusk,BOS,line,5on5,5,1062.0,51.0,0.47,0.5,0.46,11.57,1.24,0.87,3.01,0.41,6.19,4.29,1.18,1.35,1.28,11.0,5.0,8.0,24.0,1.0,2.0,0.0,4.0,0.0,6.0,3.0,10.0,15.0,2.0,4.0,17.0,9.0,1.0,4.0,11.0,3.0,2.0,0.37,0.43,0.44,1.0,0.0,0.0,26.84,16.0,17.8,4.0,0.18,0.29,0.29,1.12,1.21,1.19,13.54,1.41,0.96,3.42,0.46,7.54,5.21,1.35,1.34,1.29,14.0,5.0,5.0,24.0,1.0,2.0,0.0,4.0,0.0,7.0,5.0,13.0,18.0,2.0,4.0,11.0,8.0,1.0,4.0,14.0,4.0,1.0,0.52,0.67,0.22,0.0,1.0,0.0,21.82,19.0,17.41,3.0,0.2,0.34,0.34,1.27,1.22,1.2
84793988481524,2022,Byram-Girard,COL,pairing,5on5,7,2066.0,23.0,0.49,0.61,0.54,15.08,0.96,0.99,3.85,0.5,8.62,6.08,0.95,0.98,0.97,15.0,6.0,12.0,33.0,0.0,0.0,0.0,5.0,1.0,8.0,7.0,15.0,21.0,0.0,0.0,13.0,14.0,4.0,6.0,16.0,5.0,0.0,0.41,0.55,0.0,0.0,0.0,0.0,32.66,21.0,21.09,2.0,0.2,0.0,0.0,1.17,1.19,1.17,13.49,0.98,0.86,3.65,0.46,6.75,5.3,0.96,1.01,0.99,13.0,5.0,3.0,21.0,2.0,1.0,0.0,5.0,0.0,4.0,6.0,11.0,16.0,1.0,2.0,15.0,22.0,2.0,5.0,13.0,4.0,1.0,0.25,0.47,0.26,0.0,2.0,0.0,22.32,18.0,19.01,4.0,0.18,0.14,0.14,1.03,1.05,1.03
847682284768898480848,2022,Faksa-Glendening-Dellandrea,DAL,line,5on5,5,1880.0,22.0,0.81,0.51,0.57,11.79,1.05,0.75,3.14,0.41,6.99,4.66,1.02,1.04,1.02,8.0,9.0,7.0,24.0,0.0,1.0,0.0,1.0,2.0,5.0,8.0,8.0,17.0,1.0,2.0,31.0,23.0,1.0,7.0,14.0,2.0,1.0,0.42,0.23,0.4,0.0,0.0,0.0,23.64,17.0,17.12,7.0,0.15,0.4,0.4,0.8,0.79,0.79,9.35,0.24,0.48,2.73,0.3,5.32,3.93,0.23,0.26,0.25,10.0,3.0,10.0,23.0,1.0,0.0,0.0,2.0,0.0,6.0,4.0,9.0,12.0,2.0,4.0,14.0,34.0,8.0,3.0,13.0,0.0,0.0,0.24,0.0,0.0,1.0,0.0,0.0,23.23,13.0,13.44,2.0,0.1,0.0,0.0,0.34,0.36,0.34
847516684757148477939,2022,Jarnkrok-Tavares-Nylander,TOR,line,5on5,5,1235.0,36.0,0.66,0.57,0.61,14.71,1.99,1.11,3.49,0.45,7.77,5.2,1.81,1.86,1.7,12.0,8.0,4.0,24.0,0.0,2.0,0.0,2.0,0.0,6.0,10.0,12.0,20.0,0.0,0.0,13.0,10.0,5.0,6.0,12.0,5.0,3.0,0.32,0.7,0.97,0.0,0.0,0.0,22.72,20.0,18.95,4.0,0.23,0.73,0.73,1.49,1.41,1.39,10.42,1.03,0.77,2.15,0.27,5.09,3.7,1.02,1.07,1.07,11.0,2.0,5.0,18.0,1.0,0.0,0.0,3.0,0.0,3.0,6.0,10.0,12.0,0.0,0.0,8.0,14.0,5.0,5.0,8.0,4.0,1.0,0.3,0.42,0.31,0.0,0.0,1.0,19.01,13.0,13.73,3.0,0.16,0.0,0.0,1.19,1.24,1.23
847645484779348479977,2022,Nugent-Hopkins-Draisaitl-Yamamoto,EDM,line,5on5,9,1982.0,73.0,0.52,0.51,0.55,19.77,1.54,1.36,4.2,0.59,11.11,8.2,1.51,1.53,1.51,22.0,5.0,11.0,38.0,0.0,1.0,0.0,3.0,1.0,10.0,12.0,22.0,27.0,3.0,6.0,12.0,19.0,1.0,8.0,22.0,3.0,2.0,0.74,0.35,0.46,0.0,0.0,0.0,37.63,27.0,26.9,5.0,0.28,0.22,0.22,1.6,1.59,1.57,16.57,1.43,1.02,3.89,0.5,8.29,6.87,1.38,1.46,1.42,18.0,4.0,15.0,37.0,3.0,1.0,0.0,3.0,1.0,8.0,6.0,15.0,19.0,0.0,0.0,15.0,20.0,6.0,6.0,15.0,5.0,2.0,0.4,0.57,0.46,0.0,2.0,1.0,37.09,22.0,22.31,3.0,0.21,0.24,0.24,1.4,1.43,1.38
84769238482684,2022,Hughes-Severson,NJD,pairing,5on5,3,1617.0,9.0,0.52,0.55,0.55,12.55,0.95,0.78,3.03,0.4,7.11,4.74,0.95,0.99,0.99,11.0,6.0,6.0,23.0,3.0,0.0,0.0,3.0,0.0,5.0,6.0,8.0,14.0,2.0,4.0,19.0,10.0,3.0,5.0,12.0,5.0,0.0,0.32,0.63,0.0,2.0,1.0,0.0,24.1,17.0,17.6,2.0,0.16,0.0,0.0,1.11,1.15,1.15,9.58,0.88,0.63,2.48,0.38,5.61,4.02,0.88,0.9,0.9,12.0,2.0,5.0,19.0,3.0,0.0,0.0,2.0,0.0,6.0,3.0,9.0,11.0,0.0,0.0,10.0,24.0,5.0,3.0,9.0,4.0,1.0,0.17,0.48,0.23,1.0,1.0,1.0,19.41,14.0,14.25,2.0,0.13,0.0,0.0,1.01,1.03,1.03
847516684770218477939,2022,Kerfoot-Tavares-Nylander,TOR,line,5on5,7,1804.0,48.0,0.69,0.5,0.52,17.31,1.81,1.29,4.49,0.65,9.22,6.54,1.73,1.83,1.76,21.0,3.0,5.0,29.0,2.0,2.0,1.0,4.0,0.0,7.0,9.0,19.0,22.0,4.0,11.0,21.0,17.0,6.0,5.0,14.0,8.0,2.0,0.39,0.88,0.55,0.0,1.0,1.0,29.62,24.0,23.94,3.0,0.27,0.44,0.44,1.65,1.67,1.64,15.27,0.82,0.86,4.05,0.53,9.09,6.65,0.82,0.79,0.78,16.0,6.0,7.0,29.0,2.0,1.0,0.0,8.0,0.0,5.0,6.0,14.0,20.0,3.0,9.0,10.0,25.0,7.0,4.0,19.0,3.0,0.0,0.51,0.31,0.0,1.0,1.0,0.0,27.44,22.0,21.07,3.0,0.17,0.02,0.02,0.97,0.93,0.93
847591384769058478020,2022,Stone-Stephenson-Amadio,VGK,line,5on5,5,1327.0,26.0,0.4,0.39,0.41,7.46,0.77,0.51,1.74,0.26,4.59,3.13,0.77,0.74,0.73,7.0,4.0,5.0,16.0,0.0,0.0,0.0,3.0,1.0,3.0,4.0,7.0,11.0,0.0,0.0,12.0,14.0,5.0,8.0,7.0,3.0,1.0,0.15,0.35,0.27,0.0,0.0,0.0,15.52,11.0,10.68,5.0,0.1,0.0,0.0,0.87,0.83,0.83,12.02,1.17,0.83,2.74,0.36,6.45,4.45,1.15,1.23,1.21,11.0,5.0,9.0,25.0,1.0,1.0,0.0,4.0,0.0,6.0,4.0,10.0,15.0,0.0,0.0,11.0,14.0,3.0,3.0,10.0,5.0,1.0,0.2,0.75,0.22,0.0,0.0,1.0,25.89,16.0,16.54,3.0,0.17,0.15,0.15,1.19,1.26,1.25
847747884784348479353,2022,Carrier-Howden-Kolesar,VGK,line,5on5,8,695.0,69.0,0.28,0.37,0.31,3.04,0.18,0.19,0.84,0.09,1.63,1.07,0.18,0.18,0.18,4.0,0.0,3.0,7.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,5.0,13.0,3.0,0.0,3.0,1.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,6.86,4.0,3.92,0.0,0.04,0.0,0.0,0.22,0.22,0.22,6.23,0.47,0.37,1.35,0.2,3.83,2.78,0.46,0.47,0.46,6.0,3.0,3.0,12.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,5.0,8.0,0.0,0.0,3.0,14.0,0.0,1.0,7.0,2.0,0.0,0.27,0.2,0.0,1.0,0.0,0.0,12.25,9.0,9.15,1.0,0.08,0.0,0.0,0.54,0.55,0.54
84781788479410,2022,Sergachev-Raddysh,TBL,pairing,5on5,6,6763.0,7.0,0.41,0.51,0.49,53.92,3.74,3.44,13.7,1.76,29.97,22.39,3.64,3.67,3.58,48.0,27.0,45.0,120.0,4.0,4.0,1.0,17.0,2.0,24.0,24.0,44.0,71.0,11.0,28.0,61.0,82.0,14.0,10.0,59.0,13.0,3.0,1.38,1.52,0.83,3.0,0.0,1.0,119.98,75.0,75.34,6.0,0.71,0.75,0.75,3.69,3.65,3.59,55.37,5.38,3.88,13.05,1.8,30.99,21.9,5.24,5.26,5.13,50.0,27.0,37.0,114.0,7.0,3.0,1.0,4.0,2.0,29.0,32.0,43.0,70.0,7.0,20.0,62.0,85.0,20.0,20.0,57.0,14.0,6.0,1.78,1.87,1.73,4.0,0.0,3.0,113.33,77.0,76.03,13.0,0.81,0.74,0.74,5.44,5.36,5.26
84779868478055,2022,Forsling-Montour,FLA,pairing,5on5,20,3311.0,96.0,0.57,0.64,0.6,39.13,2.96,2.35,9.66,1.31,20.86,16.86,2.88,2.94,2.86,36.0,18.0,28.0,82.0,5.0,5.0,0.0,10.0,0.0,17.0,17.0,31.0,49.0,6.0,12.0,10.0,25.0,5.0,8.0,44.0,8.0,2.0,1.27,1.21,0.49,4.0,1.0,0.0,79.71,54.0,53.36,4.0,0.48,0.97,0.97,2.47,2.46,2.44,26.48,2.26,1.75,6.29,0.84,13.73,11.13,2.23,2.32,2.28,23.0,13.0,11.0,47.0,3.0,4.0,0.0,6.0,1.0,14.0,8.0,20.0,33.0,3.0,6.0,16.0,29.0,9.0,6.0,25.0,10.0,1.0,0.81,1.22,0.23,1.0,2.0,0.0,49.16,36.0,37.32,4.0,0.36,0.48,0.48,2.14,2.21,2.2
847644284811868481618,2022,Nieto-Newhook-O'Connor,COL,line,5on5,4,806.0,34.0,0.4,0.43,0.39,4.9,0.38,0.34,1.23,0.17,2.86,2.02,0.37,0.36,0.35,4.0,3.0,6.0,13.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0,4.0,7.0,1.0,2.0,6.0,7.0,1.0,2.0,6.0,1.0,0.0,0.22,0.16,0.0,0.0,0.0,0.0,12.34,7.0,6.74,1.0,0.07,0.16,0.16,0.28,0.27,0.27,8.33,0.57,0.5,2.21,0.25,4.32,3.14,0.55,0.63,0.61,7.0,4.0,6.0,17.0,0.0,0.0,0.0,1.0,0.0,6.0,4.0,7.0,11.0,1.0,2.0,4.0,9.0,3.0,1.0,7.0,4.0,0.0,0.12,0.45,0.0,0.0,0.0,0.0,18.77,11.0,12.15,0.0,0.1,0.0,0.0,0.68,0.74,0.72
84783998480860,2022,Siegenthaler-Bahl,NJD,pairing,5on5,10,709.0,88.0,0.15,0.21,0.17,1.54,0.11,0.08,0.34,0.05,0.78,0.64,0.11,0.12,0.12,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,6.0,1.0,0.0,2.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,3.27,2.0,2.15,0.0,0.02,0.0,0.0,0.13,0.14,0.14,7.2,0.67,0.43,1.78,0.24,3.81,3.07,0.65,0.65,0.63,7.0,3.0,1.0,11.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,6.0,9.0,1.0,2.0,4.0,6.0,0.0,1.0,6.0,4.0,0.0,0.14,0.53,0.0,0.0,1.0,0.0,10.5,10.0,9.63,0.0,0.09,0.18,0.18,0.58,0.56,0.56
847804384799448480144,2022,Aston-Reese-Kampf-Lafferty,TOR,line,5on5,5,2247.0,14.0,0.35,0.36,0.38,13.64,1.03,0.95,3.19,0.4,7.26,5.18,1.0,0.99,0.96,16.0,2.0,5.0,23.0,1.0,1.0,1.0,1.0,0.0,7.0,8.0,15.0,17.0,3.0,12.0,23.0,41.0,4.0,7.0,14.0,3.0,1.0,0.36,0.38,0.29,0.0,0.0,1.0,22.67,18.0,17.43,6.0,0.2,0.29,0.29,0.94,0.89,0.89,21.02,1.91,1.63,5.29,0.72,11.54,7.91,1.82,2.0,1.9,18.0,11.0,12.0,41.0,3.0,3.0,1.0,6.0,0.0,7.0,10.0,15.0,26.0,3.0,12.0,22.0,48.0,7.0,3.0,19.0,8.0,2.0,0.52,0.82,0.57,0.0,1.0,2.0,41.87,29.0,29.96,0.0,0.34,0.47,0.47,1.78,1.85,1.79
84709668480043,2022,Giordano-Liljegren,TOR,pairing,5on5,5,2214.0,21.0,0.4,0.42,0.46,18.76,1.6,1.21,4.47,0.58,10.46,7.68,1.59,1.53,1.51,16.0,10.0,6.0,32.0,1.0,1.0,0.0,8.0,0.0,8.0,8.0,15.0,25.0,2.0,4.0,20.0,26.0,9.0,10.0,19.0,4.0,3.0,0.51,0.42,0.68,0.0,0.0,1.0,30.66,26.0,24.88,4.0,0.25,0.23,0.23,1.63,1.56,1.54,22.98,2.45,1.51,5.12,0.71,11.64,9.57,2.43,2.57,2.54,22.0,9.0,14.0,45.0,1.0,2.0,0.0,2.0,0.0,10.0,16.0,21.0,30.0,1.0,2.0,16.0,25.0,6.0,9.0,20.0,8.0,3.0,0.63,1.02,0.8,0.0,0.0,1.0,46.88,31.0,32.69,7.0,0.32,0.49,0.49,2.27,2.36,2.34
847571484779398479318,2022,Jarnkrok-Matthews-Nylander,TOR,line,5on5,6,1234.0,59.0,0.62,0.57,0.53,12.48,1.28,0.86,2.84,0.42,6.68,4.92,1.24,1.23,1.19,11.0,6.0,8.0,25.0,0.0,1.0,0.0,3.0,1.0,7.0,5.0,11.0,17.0,1.0,2.0,12.0,12.0,2.0,2.0,11.0,5.0,1.0,0.32,0.66,0.3,0.0,0.0,0.0,24.09,17.0,16.44,1.0,0.18,0.16,0.16,1.3,1.26,1.23,10.19,0.78,0.67,2.59,0.37,6.21,4.38,0.77,0.82,0.82,12.0,3.0,4.0,19.0,1.0,1.0,0.0,5.0,0.0,4.0,4.0,11.0,14.0,2.0,4.0,8.0,12.0,3.0,1.0,13.0,1.0,1.0,0.37,0.1,0.3,1.0,0.0,0.0,20.36,15.0,15.89,1.0,0.14,0.3,0.3,0.61,0.64,0.64
847519184764488476539,2022,Smith-Karlsson-Marchessault,VGK,line,5on5,9,623.0,98.0,0.82,0.68,0.69,6.91,0.5,0.39,1.87,0.2,3.4,2.63,0.5,0.47,0.47,7.0,2.0,4.0,13.0,0.0,0.0,0.0,2.0,0.0,3.0,4.0,7.0,9.0,0.0,0.0,5.0,8.0,2.0,2.0,7.0,2.0,0.0,0.24,0.26,0.0,0.0,0.0,0.0,12.32,9.0,8.34,1.0,0.08,0.0,0.0,0.59,0.55,0.55,2.81,0.11,0.18,0.59,0.08,1.8,1.23,0.11,0.11,0.11,3.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,1.0,2.0,4.0,13.0,2.0,0.0,4.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,6.31,4.0,4.25,0.0,0.04,0.0,0.0,0.14,0.15,0.15
84746738476853,2022,Rielly-Brodie,TOR,pairing,5on5,11,1113.0,83.0,0.68,0.5,0.5,10.32,1.22,0.78,2.6,0.3,4.7,3.4,1.19,1.24,1.21,11.0,2.0,3.0,16.0,3.0,1.0,1.0,1.0,0.0,0.0,8.0,8.0,10.0,0.0,0.0,11.0,6.0,5.0,3.0,8.0,2.0,3.0,0.28,0.2,0.74,2.0,0.0,1.0,16.08,13.0,12.94,2.0,0.17,0.29,0.29,1.1,1.11,1.11,10.02,0.59,0.59,2.27,0.32,4.93,4.31,0.59,0.58,0.58,11.0,2.0,3.0,16.0,0.0,0.0,0.0,3.0,0.0,2.0,8.0,11.0,13.0,1.0,2.0,5.0,5.0,4.0,1.0,11.0,2.0,0.0,0.33,0.26,0.0,0.0,0.0,0.0,16.55,13.0,13.5,1.0,0.12,0.0,0.0,0.71,0.71,0.7
847574584757918478498,2022,Hall-Coyle-Debrusk,BOS,line,5on5,5,1078.0,52.0,0.45,0.27,0.29,4.12,0.52,0.35,0.82,0.11,1.86,1.34,0.49,0.48,0.45,5.0,0.0,2.0,7.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,5.0,5.0,2.0,4.0,7.0,10.0,3.0,5.0,2.0,2.0,1.0,0.02,0.18,0.31,0.0,0.0,0.0,6.76,5.0,4.88,2.0,0.07,0.31,0.31,0.27,0.26,0.26,8.8,0.62,0.63,1.97,0.28,4.99,3.51,0.61,0.65,0.64,9.0,3.0,7.0,19.0,0.0,0.0,0.0,3.0,0.0,6.0,3.0,9.0,12.0,0.0,0.0,6.0,10.0,5.0,3.0,9.0,3.0,0.0,0.31,0.31,0.0,0.0,0.0,0.0,19.72,12.0,12.47,1.0,0.13,0.0,0.0,0.75,0.79,0.77
84808178482073,2022,Miller-Schneider,NYR,pairing,5on5,7,722.0,40.0,0.17,0.46,0.32,4.74,0.25,0.29,1.15,0.14,2.14,2.04,0.25,0.24,0.24,3.0,3.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,6.0,0.0,0.0,1.0,6.0,3.0,6.0,4.0,2.0,0.0,0.05,0.2,0.0,0.0,0.0,0.0,12.37,6.0,5.62,5.0,0.06,0.0,0.0,0.31,0.3,0.3,9.11,1.19,0.6,2.02,0.34,4.88,3.97,1.12,1.2,1.13,7.0,6.0,2.0,15.0,1.0,2.0,1.0,0.0,0.0,3.0,7.0,6.0,12.0,2.0,4.0,3.0,4.0,1.0,2.0,9.0,2.0,2.0,0.25,0.36,0.58,0.0,0.0,1.0,15.38,13.0,13.32,2.0,0.12,0.58,0.58,0.74,0.74,0.74
847516984779348478402,2022,Kane-Draisaitl-Mcdavid,EDM,line,5on5,11,3869.0,72.0,0.5,0.59,0.53,30.38,3.06,2.17,6.7,0.99,16.9,12.18,2.97,3.1,3.01,31.0,11.0,23.0,65.0,3.0,2.0,0.0,5.0,0.0,17.0,15.0,28.0,39.0,3.0,6.0,39.0,30.0,7.0,14.0,31.0,7.0,4.0,1.28,0.83,0.96,1.0,2.0,0.0,65.48,42.0,42.56,4.0,0.45,0.5,0.5,3.02,3.06,2.98,27.5,3.08,1.9,6.87,0.95,14.12,10.09,2.87,3.06,2.85,29.0,8.0,9.0,46.0,4.0,4.0,1.0,7.0,2.0,9.0,11.0,25.0,33.0,2.0,4.0,37.0,47.0,13.0,10.0,25.0,7.0,5.0,0.61,0.9,1.57,1.0,2.0,1.0,45.12,37.0,36.38,8.0,0.4,0.83,0.83,2.64,2.61,2.56
84793238479324,2022,Lindgren-Fox,NYR,pairing,5on5,7,5196.0,15.0,0.42,0.48,0.51,41.65,3.07,2.6,10.99,1.42,21.55,16.39,3.01,3.11,3.05,48.0,8.0,17.0,73.0,5.0,3.0,0.0,0.0,1.0,31.0,16.0,43.0,51.0,5.0,13.0,46.0,33.0,21.0,21.0,45.0,8.0,3.0,1.4,1.04,0.63,4.0,1.0,0.0,72.15,56.0,55.69,9.0,0.54,0.26,0.26,3.34,3.38,3.35,39.92,4.32,2.57,9.99,1.36,19.58,15.18,4.16,4.38,4.22,34.0,19.0,25.0,78.0,3.0,4.0,0.0,0.0,0.0,23.0,23.0,31.0,50.0,11.0,25.0,52.0,52.0,10.0,19.0,35.0,11.0,7.0,1.05,1.36,1.91,1.0,1.0,1.0,77.98,53.0,53.56,14.0,0.55,1.07,1.07,3.8,3.86,3.83
