team_id,season,jerseyNumber,person.id,person.fullName,person.link,position.code,position.name,position.type,position.abbreviation
6,2017,74,8478498,Jake DeBrusk,/api/v1/people/8478498,L,Left Wing,Forward,LW
6,2017,21,8478512,Austin Czarnik,/api/v1/people/8478512,C,Center,Forward,C
6,2017,55,8478569,Noel Acciari,/api/v1/people/8478569,C,Center,Forward,C
6,2017,73,8479325,Charlie McAvoy,/api/v1/people/8479325,D,Defenseman,Defenseman,D
6,2017,31,8471418,Anton Khudobin,/api/v1/people/8471418,G,Goalie,Goalie,G
6,2017,40,8471695,Tuukka Rask,/api/v1/people/8471695,G,Goalie,Goalie,G
7,2017,29,8469506,Jason Pominville,/api/v1/people/8469506,R,Right Wing,Forward,RW
7,2017,4,8470324,Josh Gorges,/api/v1/people/8470324,D,Defenseman,Defenseman,D
7,2017,,8470852,Matt Moulson,/api/v1/people/8470852,L,Left Wing,Forward,LW
7,2017,67,8471678,Benoit Pouliot,/api/v1/people/8471678,L,Left Wing,Forward,LW
7,2017,21,8473449,Kyle Okposo,/api/v1/people/8473449,R,Right Wing,Forward,RW
7,2017,42,8473992,Justin Falk,/api/v1/people/8473992,D,Defenseman,Defenseman,D
7,2017,24,8474567,Zach Bogosian,/api/v1/people/8474567,D,Defenseman,Defenseman,D
7,2017,6,8474618,Marco Scandella,/api/v1/people/8474618,D,Defenseman,Defenseman,D
7,2017,38,8474743,Zach Redmond,/api/v1/people/8474743,D,Defenseman,Defenseman,D
7,2017,90,8475158,Ryan O'Reilly,/api/v1/people/8475158,C,Center,Forward,C
7,2017,91,8475169,Evander Kane,/api/v1/people/8475169,L,Left Wing,Forward,LW
7,2017,10,8475185,Jacob Josefson,/api/v1/people/8475185,C,Center,Forward,C
7,2017,71,8475325,Jordan Nolan,/api/v1/people/8475325,C,Center,Forward,C
7,2017,22,8475728,Johan Larsson,/api/v1/people/8475728,L,Left Wing,Forward,LW
7,2017,4,8476166,Taylor Fedun,/api/v1/people/8476166,D,Defenseman,Defenseman,D
7,2017,26,8476293,Scott Wilson,/api/v1/people/8476293,C,Center,Forward,C
7,2017,28,8476470,Nathan Beaulieu,/api/v1/people/8476470,D,Defenseman,Defenseman,D
7,2017,23,8476495,Seth Griffith,/api/v1/people/8476495,C,Center,Forward,C
7,2017,7,8476807,Matt Tennyson,/api/v1/people/8476807,D,Defenseman,Defenseman,D
7,2017,28,8476878,Zemgus Girgensons,/api/v1/people/8476878,L,Left Wing,Forward,LW
7,2017,22,8476931,Jake McCabe,/api/v1/people/8476931,D,Defenseman,Defenseman,D
7,2017,56,8476982,Danny O'Regan,/api/v1/people/8476982,C,Center,Forward,C
7,2017,20,8477392,Hudson Fasching,/api/v1/people/8477392,R,Right Wing,Forward,RW
7,2017,95,8477473,Justin Bailey,/api/v1/people/8477473,R,Right Wing,Forward,RW
7,2017,13,8477491,Nick Baptiste,/api/v1/people/8477491,R,Right Wing,Forward,RW
7,2017,55,8477499,Rasmus Ristolainen,/api/v1/people/8477499,D,Defenseman,Defenseman,D
7,2017,13,8477933,Sam Reinhart,/api/v1/people/8477933,C,Center,Forward,C
7,2017,9,8478403,Jack Eichel,/api/v1/people/8478403,C,Center,Forward,C
7,2017,2,8478425,Brendan Guhle,/api/v1/people/8478425,D,Defenseman,Defenseman,D
7,2017,17,8478542,Evan Rodrigues,/api/v1/people/8478542,C,Center,Forward,C
7,2017,8,8479268,Casey Nelson,/api/v1/people/8479268,D,Defenseman,Defenseman,D
7,2017,45,8479304,Kyle Criscuolo,/api/v1/people/8479304,C,Center,Forward,C
7,2017,11,8479423,Alex Nylander,/api/v1/people/8479423,L,Left Wing,Forward,LW
7,2017,93,8479755,Victor Antipin,/api/v1/people/8479755,D,Defenseman,Defenseman,D
7,2017,37,8479999,Casey Mittelstadt,/api/v1/people/8479999,C,Center,Forward,C
7,2017,1,8473434,Chad Johnson,/api/v1/people/8473434,G,Goalie,Goalie,G
7,2017,90,8475215,Robin Lehner,/api/v1/people/8475215,G,Goalie,Goalie,G
7,2017,32,8476330,Adam Wilcox,/api/v1/people/8476330,G,Goalie,Goalie,G
7,2017,35,8476999,Linus Ullmark,/api/v1/people/8476999,G,Goalie,Goalie,G
8,2017,32,8468309,Mark Streit,/api/v1/people/8468309,D,Defenseman,Defenseman,D
8,2017,83,8469466,Ales Hemsky,/api/v1/people/8469466,R,Right Wing,Forward,RW
8,2017,14,8469521,Tomas Plekanec,/api/v1/people/8469521,C,Center,Forward,C
8,2017,6,8470642,Shea Weber,/api/v1/people/8470642,D,Defenseman,Defenseman,D
8,2017,71,8471338,Torrey Mitchell,/api/v1/people/8471338,C,Center,Forward,C
8,2017,46,8473507,Jeff Petry,/api/v1/people/8473507,D,Defenseman,Defenseman,D
8,2017,21,8473673,David Schlemko,/api/v1/people/8473673,D,Defenseman,Defenseman,D
8,2017,27,8473991,Karl Alzner,/api/v1/people/8473991,D,Defenseman,Defenseman,D
8,2017,41,8474038,Paul Byron,/api/v1/people/8474038,L,Left Wing,Forward,LW
8,2017,67,8474157,Max Pacioretty,/api/v1/people/8474157,L,Left Wing,Forward,LW
8,2017,18,8474818,Jordie Benn,/api/v1/people/8474818,D,Defenseman,Defenseman,D
8,2017,44,8475235,Nicolas Deslauriers,/api/v1/people/8475235,L,Left Wing,Forward,LW
8,2017,51,8475278,Byron Froese,/api/v1/people/8475278,C,Center,Forward,C
8,2017,11,8475848,Brendan Gallagher,/api/v1/people/8475848,R,Right Wing,Forward,RW
8,2017,88,8475869,Brandon Davidson,/api/v1/people/8475869,D,Defenseman,Defenseman,D
8,2017,65,8476381,Andrew Shaw,/api/v1/people/8476381,R,Right Wing,Forward,RW
8,2017,20,8476400,Logan Shaw,/api/v1/people/8476400,R,Right Wing,Forward,RW
8,2017,6,8476422,Mike Reilly,/api/v1/people/8476422,D,Defenseman,Defenseman,D
8,2017,70,8476476,Joe Morrow,/api/v1/people/8476476,D,Defenseman,Defenseman,D
8,2017,24,8476479,Phillip Danault,/api/v1/people/8476479,C,Center,Forward,C
8,2017,17,8476851,Alex Galchenyuk,/api/v1/people/8476851,C,Center,Forward,C
8,2017,54,8476948,Charles Hudon,/api/v1/people/8476948,L,Left Wing,Forward,LW
8,2017,47,8477446,Michael McCarron,/api/v1/people/8477446,R,Right Wing,Forward,RW
8,2017,61,8477455,Jacob de la Rose,/api/v1/people/8477455,L,Left Wing,Forward,LW
8,2017,62,8477476,Artturi Lehkonen,/api/v1/people/8477476,L,Left Wing,Forward,LW
8,2017,27,8477494,Jonathan Drouin,/api/v1/people/8477494,L,Left Wing,Forward,LW
8,2017,39,8477510,Kerby Rychel,/api/v1/people/8477510,L,Left Wing,Forward,LW
8,2017,37,8477642,Rinat Valiev,/api/v1/people/8477642,D,Defenseman,Defenseman,D
8,2017,28,8477901,Daniel Carr,/api/v1/people/8477901,L,Left Wing,Forward,LW
8,2017,21,8477957,Nikita Scherbak,/api/v1/people/8477957,R,Right Wing,Forward,RW
8,2017,8,8478004,Brett Lernout,/api/v1/people/8478004,D,Defenseman,Defenseman,D
8,2017,47,8478454,Noah Juulsen,/api/v1/people/8478454,D,Defenseman,Defenseman,D
8,2017,98,8479376,Victor Mete,/api/v1/people/8479376,D,Defenseman,Defenseman,D
8,2017,28,8480143,Jakub Jerabek,/api/v1/people/8480143,D,Defenseman,Defenseman,D
8,2017,35,8471219,Al Montoya,/api/v1/people/8471219,G,Goalie,Goalie,G
8,2017,31,8471679,Carey Price,/api/v1/people/8471679,G,Goalie,Goalie,G
8,2017,37,8474550,Antti Niemi,/api/v1/people/8474550,G,Goalie,Goalie,G
8,2017,79,8479292,Charlie Lindgren,/api/v1/people/8479292,G,Goalie,Goalie,G
9,2017,12,8468483,Marian Gaborik,/api/v1/people/8468483,R,Right Wing,Forward,RW
9,2017,29,8469665,Johnny Oduya,/api/v1/people/8469665,D,Defenseman,Defenseman,D
9,2017,14,8470358,Alexandre Burrows,/api/v1/people/8470358,R,Right Wing,Forward,RW
9,2017,3,8470602,Dion Phaneuf,/api/v1/people/8470602,D,Defenseman,Defenseman,D
9,2017,44,8470775,Nate Thompson,/api/v1/people/8470775,C,Center,Forward,C
9,2017,20,8471663,Mike Blunden,/api/v1/people/8471663,R,Right Wing,Forward,RW
9,2017,54,8471676,Bobby Ryan,/api/v1/people/8471676,R,Right Wing,Forward,RW
9,2017,10,8471768,Tom Pyatt,/api/v1/people/8471768,L,Left Wing,Forward,LW
9,2017,61,8473544,Derick Brassard,/api/v1/people/8473544,C,Center,Forward,C
9,2017,49,8474018,Christopher DiDomenico,/api/v1/people/8474018,L,Left Wing,Forward,LW
9,2017,40,8474024,Jim O'Brien,/api/v1/people/8474024,C,Center,Forward,C
9,2017,8,8474068,Kyle Turris,/api/v1/people/8474068,C,Center,Forward,C
9,2017,15,8474250,Zack Smith,/api/v1/people/8474250,C,Center,Forward,C
9,2017,65,8474578,Erik Karlsson,/api/v1/people/8474578,D,Defenseman,Defenseman,D
